freq_GHz,S21_db_engineered,k_star_engineered_rad,bloch_evanescence_Np_per_cell
1.364000000000001,-1.388631551854319e-13,-7.116009681231231e-06,3.918434204608999e-19
1.366000000000001,-9.026105086955563e-13,-7.0745271960083456e-06,2.5469822329683338e-18
1.368000000000001,-1.6663578622056806e-12,-7.033044710783726e-06,4.702121045475768e-18
1.370000000000001,-2.430105215715805e-12,-6.991562225557371e-06,6.857259857983201e-18
1.372000000000001,-3.1938525692259288e-12,-6.950079740334486e-06,9.012398670490634e-18
1.374000000000001,-3.9575999227360535e-12,-6.9085972551081315e-06,1.1167537482998069e-17
1.376000000000001,-4.721347276246177e-12,-6.867114769883512e-06,1.3322676295505502e-17
1.378000000000001,-5.485094629756302e-12,-6.825632284658892e-06,1.5477815108012937e-17
1.380000000000001,-6.248841983266426e-12,-6.784149799432537e-06,1.7632953920520368e-17
1.382000000000001,-6.873726181590778e-12,-6.7426626218398955e-06,1.939624931256594e-17
1.384000000000001,-6.109978828080645e-12,-6.701128520549687e-06,1.7241110500058482e-17
1.386000000000001,-5.346231474570511e-12,-6.659594419259479e-06,1.5085971687551023e-17
1.388000000000001,-4.5824841210603775e-12,-6.618060317969271e-06,1.2930832875043562e-17
1.390000000000001,-3.818736767550244e-12,-6.576526216679063e-06,1.0775694062536103e-17
1.392000000000001,-3.05498941404011e-12,-6.534992115388855e-06,8.620555250028642e-18
1.394000000000001,-2.2912420605299763e-12,-6.4934580140986464e-06,6.4654164375211824e-18
1.396000000000001,-1.5274947070198429e-12,-6.451923912808438e-06,4.310277625013722e-18
1.398000000000001,-7.637473535097091e-13,-6.410389811519965e-06,2.155138812506262e-18
1.400000000000001,-2.826432989544894e-25,-6.368855710229757e-06,7.975615769696897e-31
1.402000000000001,-5.091649023403655e-13,-6.3272705260030565e-06,1.4367592083390867e-18
1.404000000000001,-1.0183298046804485e-12,-6.285685341772887e-06,2.873518416677376e-18
1.406000000000001,-1.5274947070205311e-12,-6.244100157544452e-06,4.3102776250156644e-18
1.408000000000001,-2.0366596093606142e-12,-6.202514973317752e-06,5.747036833353954e-18
1.410000000000001,-2.545824511700697e-12,-6.160929789089317e-06,7.183796041692244e-18
1.412000000000001,-3.05498941404078e-12,-6.119344604862617e-06,8.620555250030532e-18
1.414000000000001,-3.564154316380863e-12,-6.077759420634182e-06,1.0057314458368822e-17
1.416000000000001,-4.073319218720946e-12,-6.0361742364057475e-06,1.1494073666707112e-17
1.418000000000001,-4.5824841210610286e-12,-5.994589052179047e-06,1.29308328750454e-17
