unloaded_cells_each_side,loaded_cells,supercells,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13,3,1407,13.179999999999993,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3221731493029111,5.249999999999996,0.2414302963597137,0.25902731344290053,0.32217151682531464,0.0856661296010495,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.189999999999992,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3081077029278051,4.649999999999998,0.14043374728641744,0.11541454114070758,0.27087067936665477,0.08983957668184299,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.199999999999992,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.29245695199493066,4.199999999999999,0.06863403256927973,0.031996110142873,0.29245668279130077,0.09106249261497765,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.85,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.8603109063204037,4.0,0.2979414686933388,0.30199417492038577,0.8601931125808695,0.20741043306290116,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.86,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.739104347884499,6.449999999999991,0.42892463735855335,0.46383789218146443,0.7384084807424715,0.24928088368520435,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.87,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.9058951116176481,6.449999999999991,0.5807214223723063,0.6835595549373609,0.9054393069860329,0.30520195734776256,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.879999999999999,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.9603002650800554,6.449999999999991,0.7055594671036759,0.8683923529235459,0.9592445738882508,0.31847718089923616,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.889999999999999,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.9443553514532844,5.5499999999999945,0.7671944885460628,0.8995582506760835,0.9443542469240707,0.2785541142045674,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.899999999999999,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.92807117588384,7.749999999999987,0.7563632262578801,0.8049805903576258,0.8979806080080388,0.21045000469986602,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.909999999999998,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.9120501262200349,4.899999999999997,0.673269085138105,0.6721739897763048,0.7404599334895104,0.17170992668935076,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.919999999999998,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.8938795035526398,4.599999999999998,0.5218832053588359,0.4874826884284843,0.6556465708051575,0.22119217328517082,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.929999999999998,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.8750363868221449,4.399999999999999,0.3407666383289713,0.23974888287497234,0.8324452533680567,0.28527018296918305,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,12.939999999999998,0.00019999999999999998,0.00019999999999999998,"[4.0, 8.0]",0.8561518955520119,4.1499999999999995,0.20790933259117683,0.047853348380272547,0.8561143153443656,0.28591688079661565,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
